academic_year,institution,provider_id,programme_title,area_of_study,mean,median,lower_quartile,upper_quartile,highest,score_range,raw_score_text,raw_row_json,raw_source_local_path,score_source_url,source_confidence
2025/26,The Hong Kong Polytechnic University - Hong Kong Community College,PU/02,Associate in Applied Social Sciences (Sociology and Culture),Social Sciences,14.28,,12.25,16,18,,Areas of Study & Training: Social Sciences | Programme: Associate in Applied Social Sciences (Sociology and Culture) | Average Score: 14.28 | Lower Quartile: 12.25 | Upper Quartile: 16 | Maximum Score: 18,"{""Areas of Study & Training"": ""Social Sciences"", ""Average Score"": ""14.28"", ""Lower Quartile"": ""12.25"", ""Maximum Score"": ""18"", ""Programme"": ""Associate in Applied Social Sciences (Sociology and Culture)"", ""Upper Quartile"": ""16""}",data/raw/cspe/details/2025_26/pu-02-the-hong-kong-polytechnic-university-hong-kong-community-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_PU02.pdf,official_html_extracted_needs_review
2025/26,The Hong Kong Polytechnic University - Hong Kong Community College,PU/02,Associate in Applied Social Sciences (Psychology),Social Sciences,14.2,,12,16,25,,Areas of Study & Training: Social Sciences | Programme: Associate in Applied Social Sciences (Psychology) | Average Score: 14.2 | Lower Quartile: 12 | Upper Quartile: 16 | Maximum Score: 25,"{""Areas of Study & Training"": ""Social Sciences"", ""Average Score"": ""14.2"", ""Lower Quartile"": ""12"", ""Maximum Score"": ""25"", ""Programme"": ""Associate in Applied Social Sciences (Psychology)"", ""Upper Quartile"": ""16""}",data/raw/cspe/details/2025_26/pu-02-the-hong-kong-polytechnic-university-hong-kong-community-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_PU02.pdf,official_html_extracted_needs_review
2025/26,The Hong Kong Polytechnic University - Hong Kong Community College,PU/02,Higher Diploma in Social Work,Social Sciences,16.01,,15,17,22,,Areas of Study & Training: Social Sciences | Programme: Higher Diploma in Social Work | Average Score: 16.01 | Lower Quartile: 15 | Upper Quartile: 17 | Maximum Score: 22,"{""Areas of Study & Training"": ""Social Sciences"", ""Average Score"": ""16.01"", ""Lower Quartile"": ""15"", ""Maximum Score"": ""22"", ""Programme"": ""Higher Diploma in Social Work"", ""Upper Quartile"": ""17""}",data/raw/cspe/details/2025_26/pu-02-the-hong-kong-polytechnic-university-hong-kong-community-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_PU02.pdf,official_html_extracted_needs_review
2025/26,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,PU/03,Bachelor of Science (Honours) in Surveying,Architecture and Town Planning,16.9,,16.25,18,18,,Areas of Study & Training: Architecture and Town Planning | Programme: Bachelor of Science (Honours) in Surveying | Average Score: 16.9 | Lower Quartile: 16.25 | Upper Quartile: 18 | Maximum Score: 18,"{""Areas of Study & Training"": ""Architecture and Town Planning"", ""Average Score"": ""16.9"", ""Lower Quartile"": ""16.25"", ""Maximum Score"": ""18"", ""Programme"": ""Bachelor of Science (Honours) in Surveying"", ""Upper Quartile"": ""18""}",data/raw/cspe/details/2025_26/pu-03-the-hong-kong-polytechnic-university-school-of-professional-education-and-executive-development.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_PU03.pdf,official_html_extracted_needs_review
2025/26,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,PU/03,Bachelor of Arts (Honours) in Media and Communication Design,"Arts, Design and Performing Arts",17,,17,17,17,,"Areas of Study & Training: Arts, Design and Performing Arts | Programme: Bachelor of Arts (Honours) in Media and Communication Design | Average Score: 17 | Lower Quartile: 17 | Upper Quartile: 17 | Maximum Score: 17","{""Areas of Study & Training"": ""Arts, Design and Performing Arts"", ""Average Score"": ""17"", ""Lower Quartile"": ""17"", ""Maximum Score"": ""17"", ""Programme"": ""Bachelor of Arts (Honours) in Media and Communication Design"", ""Upper Quartile"": ""17""}",data/raw/cspe/details/2025_26/pu-03-the-hong-kong-polytechnic-university-school-of-professional-education-and-executive-development.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_PU03.pdf,official_html_extracted_needs_review
2025/26,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,PU/03,Bachelor of Business Administration (Honours) in Health Services Management,Business and Management,17.33,,17,18,18,,Areas of Study & Training: Business and Management | Programme: Bachelor of Business Administration (Honours) in Health Services Management | Average Score: 17.33 | Lower Quartile: 17 | Upper Quartile: 18 | Maximum Score: 18,"{""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""17.33"", ""Lower Quartile"": ""17"", ""Maximum Score"": ""18"", ""Programme"": ""Bachelor of Business Administration (Honours) in Health Services Management"", ""Upper Quartile"": ""18""}",data/raw/cspe/details/2025_26/pu-03-the-hong-kong-polytechnic-university-school-of-professional-education-and-executive-development.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_PU03.pdf,official_html_extracted_needs_review
2025/26,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,PU/03,Bachelor of Business Administration (Honours) in International Business,Business and Management,17.33,,17,17.5,18,,Areas of Study & Training: Business and Management | Programme: Bachelor of Business Administration (Honours) in International Business | Average Score: 17.33 | Lower Quartile: 17 | Upper Quartile: 17.5 | Maximum Score: 18,"{""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""17.33"", ""Lower Quartile"": ""17"", ""Maximum Score"": ""18"", ""Programme"": ""Bachelor of Business Administration (Honours) in International Business"", ""Upper Quartile"": ""17.5""}",data/raw/cspe/details/2025_26/pu-03-the-hong-kong-polytechnic-university-school-of-professional-education-and-executive-development.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_PU03.pdf,official_html_extracted_needs_review
2025/26,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,PU/03,Bachelor of Business Administration (Honours),Business and Management,18.2,,18,19,20,,Areas of Study & Training: Business and Management | Programme: Bachelor of Business Administration (Honours) | Average Score: 18.2 | Lower Quartile: 18 | Upper Quartile: 19 | Maximum Score: 20,"{""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""18.2"", ""Lower Quartile"": ""18"", ""Maximum Score"": ""20"", ""Programme"": ""Bachelor of Business Administration (Honours)"", ""Upper Quartile"": ""19""}",data/raw/cspe/details/2025_26/pu-03-the-hong-kong-polytechnic-university-school-of-professional-education-and-executive-development.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_PU03.pdf,official_html_extracted_needs_review
2025/26,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,PU/03,Bachelor of Business Administration (Honours) in Human Resource Management,Business and Management,N/A,,N/A,N/A,N/A,,Areas of Study & Training: Business and Management | Programme: Bachelor of Business Administration (Honours) in Human Resource Management | Average Score: N/A | Lower Quartile: N/A | Upper Quartile: N/A | Maximum Score: N/A,"{""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""N/A"", ""Lower Quartile"": ""N/A"", ""Maximum Score"": ""N/A"", ""Programme"": ""Bachelor of Business Administration (Honours) in Human Resource Management"", ""Upper Quartile"": ""N/A""}",data/raw/cspe/details/2025_26/pu-03-the-hong-kong-polytechnic-university-school-of-professional-education-and-executive-development.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_PU03.pdf,official_html_extracted_needs_review
2025/26,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,PU/03,Bachelor of Business Administration (Honours) in Finance,Business and Management,N/A,,N/A,N/A,N/A,,Areas of Study & Training: Business and Management | Programme: Bachelor of Business Administration (Honours) in Finance | Average Score: N/A | Lower Quartile: N/A | Upper Quartile: N/A | Maximum Score: N/A,"{""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""N/A"", ""Lower Quartile"": ""N/A"", ""Maximum Score"": ""N/A"", ""Programme"": ""Bachelor of Business Administration (Honours) in Finance"", ""Upper Quartile"": ""N/A""}",data/raw/cspe/details/2025_26/pu-03-the-hong-kong-polytechnic-university-school-of-professional-education-and-executive-development.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_PU03.pdf,official_html_extracted_needs_review
2025/26,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,PU/03,Bachelor of Business Administration (Honours) in Operations and Supply Chain Management,Business and Management,N/A,,N/A,N/A,N/A,,Areas of Study & Training: Business and Management | Programme: Bachelor of Business Administration (Honours) in Operations and Supply Chain Management | Average Score: N/A | Lower Quartile: N/A | Upper Quartile: N/A | Maximum Score: N/A,"{""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""N/A"", ""Lower Quartile"": ""N/A"", ""Maximum Score"": ""N/A"", ""Programme"": ""Bachelor of Business Administration (Honours) in Operations and Supply Chain Management"", ""Upper Quartile"": ""N/A""}",data/raw/cspe/details/2025_26/pu-03-the-hong-kong-polytechnic-university-school-of-professional-education-and-executive-development.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_PU03.pdf,official_html_extracted_needs_review
2025/26,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,PU/03,Bachelor of Business Administration (Honours) in Innovation and Design Management,Business and Management,20,,20,20,20,,Areas of Study & Training: Business and Management | Programme: Bachelor of Business Administration (Honours) in Innovation and Design Management | Average Score: 20 | Lower Quartile: 20 | Upper Quartile: 20 | Maximum Score: 20,"{""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""20"", ""Lower Quartile"": ""20"", ""Maximum Score"": ""20"", ""Programme"": ""Bachelor of Business Administration (Honours) in Innovation and Design Management"", ""Upper Quartile"": ""20""}",data/raw/cspe/details/2025_26/pu-03-the-hong-kong-polytechnic-university-school-of-professional-education-and-executive-development.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_PU03.pdf,official_html_extracted_needs_review
2025/26,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,PU/03,Bachelor of Business Administration (Honours) in Marketing Management,Business and Management,13,,13,13,13,,Areas of Study & Training: Business and Management | Programme: Bachelor of Business Administration (Honours) in Marketing Management | Average Score: 13 | Lower Quartile: 13 | Upper Quartile: 13 | Maximum Score: 13,"{""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""13"", ""Lower Quartile"": ""13"", ""Maximum Score"": ""13"", ""Programme"": ""Bachelor of Business Administration (Honours) in Marketing Management"", ""Upper Quartile"": ""13""}",data/raw/cspe/details/2025_26/pu-03-the-hong-kong-polytechnic-university-school-of-professional-education-and-executive-development.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_PU03.pdf,official_html_extracted_needs_review
2025/26,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,PU/03,Bachelor of Business Administration (Honours) in Accountancy,Business and Management,14,,14,14,14,,Areas of Study & Training: Business and Management | Programme: Bachelor of Business Administration (Honours) in Accountancy | Average Score: 14 | Lower Quartile: 14 | Upper Quartile: 14 | Maximum Score: 14,"{""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""14"", ""Lower Quartile"": ""14"", ""Maximum Score"": ""14"", ""Programme"": ""Bachelor of Business Administration (Honours) in Accountancy"", ""Upper Quartile"": ""14""}",data/raw/cspe/details/2025_26/pu-03-the-hong-kong-polytechnic-university-school-of-professional-education-and-executive-development.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_PU03.pdf,official_html_extracted_needs_review
2025/26,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,PU/03,Bachelor of Science (Honours) in Data Science and Artificial Intelligence,Computer Science and Information Technology,17.33,,17,17.5,18,,Areas of Study & Training: Computer Science and Information Technology | Programme: Bachelor of Science (Honours) in Data Science and Artificial Intelligence | Average Score: 17.33 | Lower Quartile: 17 | Upper Quartile: 17.5 | Maximum Score: 18,"{""Areas of Study & Training"": ""Computer Science and Information Technology"", ""Average Score"": ""17.33"", ""Lower Quartile"": ""17"", ""Maximum Score"": ""18"", ""Programme"": ""Bachelor of Science (Honours) in Data Science and Artificial Intelligence"", ""Upper Quartile"": ""17.5""}",data/raw/cspe/details/2025_26/pu-03-the-hong-kong-polytechnic-university-school-of-professional-education-and-executive-development.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_PU03.pdf,official_html_extracted_needs_review
2025/26,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,PU/03,Bachelor of Science (Honours) in Information Systems and Web Technologies,Computer Science and Information Technology,17.83,,18,18,19,,Areas of Study & Training: Computer Science and Information Technology | Programme: Bachelor of Science (Honours) in Information Systems and Web Technologies | Average Score: 17.83 | Lower Quartile: 18 | Upper Quartile: 18 | Maximum Score: 19,"{""Areas of Study & Training"": ""Computer Science and Information Technology"", ""Average Score"": ""17.83"", ""Lower Quartile"": ""18"", ""Maximum Score"": ""19"", ""Programme"": ""Bachelor of Science (Honours) in Information Systems and Web Technologies"", ""Upper Quartile"": ""18""}",data/raw/cspe/details/2025_26/pu-03-the-hong-kong-polytechnic-university-school-of-professional-education-and-executive-development.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_PU03.pdf,official_html_extracted_needs_review
2025/26,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,PU/03,Bachelor of Science (Honours) in Building Engineering and Management,Engineering and Technology,16,,16,16,16,,Areas of Study & Training: Engineering and Technology | Programme: Bachelor of Science (Honours) in Building Engineering and Management | Average Score: 16 | Lower Quartile: 16 | Upper Quartile: 16 | Maximum Score: 16,"{""Areas of Study & Training"": ""Engineering and Technology"", ""Average Score"": ""16"", ""Lower Quartile"": ""16"", ""Maximum Score"": ""16"", ""Programme"": ""Bachelor of Science (Honours) in Building Engineering and Management"", ""Upper Quartile"": ""16""}",data/raw/cspe/details/2025_26/pu-03-the-hong-kong-polytechnic-university-school-of-professional-education-and-executive-development.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_PU03.pdf,official_html_extracted_needs_review
2025/26,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,PU/03,Bachelor of Engineering (Honours) in Mechanical Engineering,Engineering and Technology,17.33,,16.25,17.75,20,,Areas of Study & Training: Engineering and Technology | Programme: Bachelor of Engineering (Honours) in Mechanical Engineering | Average Score: 17.33 | Lower Quartile: 16.25 | Upper Quartile: 17.75 | Maximum Score: 20,"{""Areas of Study & Training"": ""Engineering and Technology"", ""Average Score"": ""17.33"", ""Lower Quartile"": ""16.25"", ""Maximum Score"": ""20"", ""Programme"": ""Bachelor of Engineering (Honours) in Mechanical Engineering"", ""Upper Quartile"": ""17.75""}",data/raw/cspe/details/2025_26/pu-03-the-hong-kong-polytechnic-university-school-of-professional-education-and-executive-development.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_PU03.pdf,official_html_extracted_needs_review
2025/26,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,PU/03,Bachelor of Engineering (Honours) in Electrical Engineering,Engineering and Technology,17.33,,17,18,18,,Areas of Study & Training: Engineering and Technology | Programme: Bachelor of Engineering (Honours) in Electrical Engineering | Average Score: 17.33 | Lower Quartile: 17 | Upper Quartile: 18 | Maximum Score: 18,"{""Areas of Study & Training"": ""Engineering and Technology"", ""Average Score"": ""17.33"", ""Lower Quartile"": ""17"", ""Maximum Score"": ""18"", ""Programme"": ""Bachelor of Engineering (Honours) in Electrical Engineering"", ""Upper Quartile"": ""18""}",data/raw/cspe/details/2025_26/pu-03-the-hong-kong-polytechnic-university-school-of-professional-education-and-executive-development.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_PU03.pdf,official_html_extracted_needs_review
2025/26,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,PU/03,Bachelor of Arts (Honours) in Chinese Language and Culture,Languages and Related Studies,14.2,,13,16,17,,Areas of Study & Training: Languages and Related Studies | Programme: Bachelor of Arts (Honours) in Chinese Language and Culture | Average Score: 14.2 | Lower Quartile: 13 | Upper Quartile: 16 | Maximum Score: 17,"{""Areas of Study & Training"": ""Languages and Related Studies"", ""Average Score"": ""14.2"", ""Lower Quartile"": ""13"", ""Maximum Score"": ""17"", ""Programme"": ""Bachelor of Arts (Honours) in Chinese Language and Culture"", ""Upper Quartile"": ""16""}",data/raw/cspe/details/2025_26/pu-03-the-hong-kong-polytechnic-university-school-of-professional-education-and-executive-development.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_PU03.pdf,official_html_extracted_needs_review
2025/26,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,PU/03,Bachelor of Arts (Honours) in Language Studies with Information Analytics,Languages and Related Studies,N/A,,N/A,N/A,N/A,,Areas of Study & Training: Languages and Related Studies | Programme: Bachelor of Arts (Honours) in Language Studies with Information Analytics | Average Score: N/A | Lower Quartile: N/A | Upper Quartile: N/A | Maximum Score: N/A,"{""Areas of Study & Training"": ""Languages and Related Studies"", ""Average Score"": ""N/A"", ""Lower Quartile"": ""N/A"", ""Maximum Score"": ""N/A"", ""Programme"": ""Bachelor of Arts (Honours) in Language Studies with Information Analytics"", ""Upper Quartile"": ""N/A""}",data/raw/cspe/details/2025_26/pu-03-the-hong-kong-polytechnic-university-school-of-professional-education-and-executive-development.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_PU03.pdf,official_html_extracted_needs_review
2025/26,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,PU/03,Bachelor of Arts (Honours) in Language and Professional Communication (Digital Media),Languages and Related Studies,N/A,,N/A,N/A,N/A,,Areas of Study & Training: Languages and Related Studies | Programme: Bachelor of Arts (Honours) in Language and Professional Communication (Digital Media) | Average Score: N/A | Lower Quartile: N/A | Upper Quartile: N/A | Maximum Score: N/A,"{""Areas of Study & Training"": ""Languages and Related Studies"", ""Average Score"": ""N/A"", ""Lower Quartile"": ""N/A"", ""Maximum Score"": ""N/A"", ""Programme"": ""Bachelor of Arts (Honours) in Language and Professional Communication (Digital Media)"", ""Upper Quartile"": ""N/A""}",data/raw/cspe/details/2025_26/pu-03-the-hong-kong-polytechnic-university-school-of-professional-education-and-executive-development.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_PU03.pdf,official_html_extracted_needs_review
2025/26,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,PU/03,Bachelor of Science (Honours) in Health Studies,"Medicine, Dentistry and Health Sciences",19,,18.5,20,20,,"Areas of Study & Training: Medicine, Dentistry and Health Sciences | Programme: Bachelor of Science (Honours) in Health Studies | Average Score: 19 | Lower Quartile: 18.5 | Upper Quartile: 20 | Maximum Score: 20","{""Areas of Study & Training"": ""Medicine, Dentistry and Health Sciences"", ""Average Score"": ""19"", ""Lower Quartile"": ""18.5"", ""Maximum Score"": ""20"", ""Programme"": ""Bachelor of Science (Honours) in Health Studies"", ""Upper Quartile"": ""20""}",data/raw/cspe/details/2025_26/pu-03-the-hong-kong-polytechnic-university-school-of-professional-education-and-executive-development.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_PU03.pdf,official_html_extracted_needs_review
2025/26,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,PU/03,Bachelor of Business Administration (Honours) in Travel Industry Management,Services,17,,17,17,17,,Areas of Study & Training: Services | Programme: Bachelor of Business Administration (Honours) in Travel Industry Management | Average Score: 17 | Lower Quartile: 17 | Upper Quartile: 17 | Maximum Score: 17,"{""Areas of Study & Training"": ""Services"", ""Average Score"": ""17"", ""Lower Quartile"": ""17"", ""Maximum Score"": ""17"", ""Programme"": ""Bachelor of Business Administration (Honours) in Travel Industry Management"", ""Upper Quartile"": ""17""}",data/raw/cspe/details/2025_26/pu-03-the-hong-kong-polytechnic-university-school-of-professional-education-and-executive-development.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_PU03.pdf,official_html_extracted_needs_review
2025/26,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,PU/03,Bachelor of Business Administration (Honours) in Convention and Event Management,Services,N/A,,N/A,N/A,N/A,,Areas of Study & Training: Services | Programme: Bachelor of Business Administration (Honours) in Convention and Event Management | Average Score: N/A | Lower Quartile: N/A | Upper Quartile: N/A | Maximum Score: N/A,"{""Areas of Study & Training"": ""Services"", ""Average Score"": ""N/A"", ""Lower Quartile"": ""N/A"", ""Maximum Score"": ""N/A"", ""Programme"": ""Bachelor of Business Administration (Honours) in Convention and Event Management"", ""Upper Quartile"": ""N/A""}",data/raw/cspe/details/2025_26/pu-03-the-hong-kong-polytechnic-university-school-of-professional-education-and-executive-development.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_PU03.pdf,official_html_extracted_needs_review
2025/26,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,PU/03,Bachelor of Business Administration (Honours) in Hospitality Management,Services,16,,15,18,18,,Areas of Study & Training: Services | Programme: Bachelor of Business Administration (Honours) in Hospitality Management | Average Score: 16 | Lower Quartile: 15 | Upper Quartile: 18 | Maximum Score: 18,"{""Areas of Study & Training"": ""Services"", ""Average Score"": ""16"", ""Lower Quartile"": ""15"", ""Maximum Score"": ""18"", ""Programme"": ""Bachelor of Business Administration (Honours) in Hospitality Management"", ""Upper Quartile"": ""18""}",data/raw/cspe/details/2025_26/pu-03-the-hong-kong-polytechnic-university-school-of-professional-education-and-executive-development.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_PU03.pdf,official_html_extracted_needs_review
2025/26,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,PU/03,Bachelor of Social Sciences (Honours) in Psychology,Social Sciences,16.93,,16,18,20,,Areas of Study & Training: Social Sciences | Programme: Bachelor of Social Sciences (Honours) in Psychology | Average Score: 16.93 | Lower Quartile: 16 | Upper Quartile: 18 | Maximum Score: 20,"{""Areas of Study & Training"": ""Social Sciences"", ""Average Score"": ""16.93"", ""Lower Quartile"": ""16"", ""Maximum Score"": ""20"", ""Programme"": ""Bachelor of Social Sciences (Honours) in Psychology"", ""Upper Quartile"": ""18""}",data/raw/cspe/details/2025_26/pu-03-the-hong-kong-polytechnic-university-school-of-professional-education-and-executive-development.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_PU03.pdf,official_html_extracted_needs_review
2025/26,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,PU/03,Bachelor of Social Sciences (Honours),Social Sciences,14.75,,14,16,16,,Areas of Study & Training: Social Sciences | Programme: Bachelor of Social Sciences (Honours) | Average Score: 14.75 | Lower Quartile: 14 | Upper Quartile: 16 | Maximum Score: 16,"{""Areas of Study & Training"": ""Social Sciences"", ""Average Score"": ""14.75"", ""Lower Quartile"": ""14"", ""Maximum Score"": ""16"", ""Programme"": ""Bachelor of Social Sciences (Honours)"", ""Upper Quartile"": ""16""}",data/raw/cspe/details/2025_26/pu-03-the-hong-kong-polytechnic-university-school-of-professional-education-and-executive-development.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_PU03.pdf,official_html_extracted_needs_review
2025/26,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,PU/03,Bachelor of Social Sciences (Honours) in Social Policy and Management,Social Sciences,16.6,,15,18,19,,Areas of Study & Training: Social Sciences | Programme: Bachelor of Social Sciences (Honours) in Social Policy and Management | Average Score: 16.6 | Lower Quartile: 15 | Upper Quartile: 18 | Maximum Score: 19,"{""Areas of Study & Training"": ""Social Sciences"", ""Average Score"": ""16.6"", ""Lower Quartile"": ""15"", ""Maximum Score"": ""19"", ""Programme"": ""Bachelor of Social Sciences (Honours) in Social Policy and Management"", ""Upper Quartile"": ""18""}",data/raw/cspe/details/2025_26/pu-03-the-hong-kong-polytechnic-university-school-of-professional-education-and-executive-development.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_PU03.pdf,official_html_extracted_needs_review
2025/26,The University of Hong Kong - HKU SPACE Community College,HU/02,Higher Diploma in Architectural Studies,Architecture and Town Planning,14.5,,,,,,Areas of Study & Training: Architecture and Town Planning | Programme: Higher Diploma in Architectural Studies | Minimum Score: 10 | Average Score: 14.5,"{""Areas of Study & Training"": ""Architecture and Town Planning"", ""Average Score"": ""14.5"", ""Minimum Score"": ""10"", ""Programme"": ""Higher Diploma in Architectural Studies""}",data/raw/cspe/details/2025_26/hu-02-the-university-of-hong-kong-hku-space-community-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_HU02.pdf,official_html_extracted_needs_review
2025/26,The University of Hong Kong - HKU SPACE Community College,HU/02,Higher Diploma in Interior Design,"Arts, Design and Performing Arts",13.1,,,,,,"Areas of Study & Training: Arts, Design and Performing Arts | Programme: Higher Diploma in Interior Design | Minimum Score: 10 | Average Score: 13.1","{""Areas of Study & Training"": ""Arts, Design and Performing Arts"", ""Average Score"": ""13.1"", ""Minimum Score"": ""10"", ""Programme"": ""Higher Diploma in Interior Design""}",data/raw/cspe/details/2025_26/hu-02-the-university-of-hong-kong-hku-space-community-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_HU02.pdf,official_html_extracted_needs_review
2025/26,The University of Hong Kong - HKU SPACE Community College,HU/02,Higher Diploma in Visual Communication,"Arts, Design and Performing Arts",13.1,,,,,,"Areas of Study & Training: Arts, Design and Performing Arts | Programme: Higher Diploma in Visual Communication | Minimum Score: 10 | Average Score: 13.1","{""Areas of Study & Training"": ""Arts, Design and Performing Arts"", ""Average Score"": ""13.1"", ""Minimum Score"": ""10"", ""Programme"": ""Higher Diploma in Visual Communication""}",data/raw/cspe/details/2025_26/hu-02-the-university-of-hong-kong-hku-space-community-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_HU02.pdf,official_html_extracted_needs_review
2025/26,The University of Hong Kong - HKU SPACE Community College,HU/02,Associate of Business Administration,Business and Management,14.8,,,,,,Areas of Study & Training: Business and Management | Programme: Associate of Business Administration | Minimum Score: 10 | Average Score: 14.8,"{""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""14.8"", ""Minimum Score"": ""10"", ""Programme"": ""Associate of Business Administration""}",data/raw/cspe/details/2025_26/hu-02-the-university-of-hong-kong-hku-space-community-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_HU02.pdf,official_html_extracted_needs_review
2025/26,The University of Hong Kong - HKU SPACE Community College,HU/02,Associate of Economics,Business and Management,14.8,,,,,,Areas of Study & Training: Business and Management | Programme: Associate of Economics | Minimum Score: 10 | Average Score: 14.8,"{""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""14.8"", ""Minimum Score"": ""10"", ""Programme"": ""Associate of Economics""}",data/raw/cspe/details/2025_26/hu-02-the-university-of-hong-kong-hku-space-community-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_HU02.pdf,official_html_extracted_needs_review
